SchemeCode,NAV,NAV_Date
119569,100.195,2025-12-18
119570,100.3185,2025-12-18
119571,157.8463,2025-12-18
119574,36.9867,2025-12-18
119575,21.5614,2023-07-28
119576,37.3501,2023-07-28
119581,1543.5608,2025-12-18
119582,72.4814,2025-12-18
119585,68.5794,2025-12-18
119588,37.1993,2025-12-18
119589,283.0757,2025-12-18
119590,51.62,2025-12-18
119591,249.63,2025-12-18
119594,32.75,2025-12-18
119595,106.068,2025-12-18
119596,38.2264,2025-12-18
119597,121.2945,2025-12-18
119598,105.6702,2025-12-18
119601,36.6058,2025-12-17
119602,43.6179,2025-12-17
119604,99.989,2025-12-18
119605,86.4905,2025-12-18
119606,11.6197,2025-12-18
119609,341.7024,2025-12-18
119613,65.2351,2025-12-18
119619,94.39,2025-12-18
119620,883.7,2025-12-18
119621,42.66,2025-12-18
119622,17.9673,2025-06-27
119624,17.7706,2025-06-27
119625,44.8544,2025-12-18
119626,11.1666,2025-12-18
119627,10.23,2024-06-28
119628,13.0091,2024-06-28
119629,21.8981,2025-06-27
119630,19.0433,2025-12-18
119631,18.5296,2025-06-27
119635,33.0537,2025-12-18
119636,13.6387,2025-06-27
119637,20.7673,2025-12-18
119638,21.4578,2025-06-27
119646,1473.03,2025-12-18
119647,471.04,2025-12-18
119648,267.6799,2025-12-18
119649,27.6738,2025-12-18
119655,14.0588,2025-12-18
119657,136.6961,2025-12-18
119658,76.558,2025-12-18
119659,143.4543,2025-12-18
119670,22.1484,2025-12-18
119671,39.6526,2025-12-18
119672,27.2503,2025-12-18
119675,78.6232,2025-12-18
119676,15.6036,2025-06-27
119695,46.7331,2025-12-18
119700,52.805,2025-12-18
119705,114.6392,2025-12-18
119706,22.4595,2025-12-18
119707,70.3715,2025-12-18
119708,96.45,2025-12-18
119709,268.6662,2025-12-18
119710,139.4367,2025-12-18
119711,390.6172,2025-12-18
119712,47.0355,2025-12-18
119713,22.0023,2025-12-18
119714,77.5483,2025-12-18
119715,147.0346,2025-12-18
119716,259.3428,2025-12-18
119717,62.5212,2025-12-18
119718,125.085,2025-12-18
119719,120.4578,2025-12-18
119720,363.4287,2025-12-18
119721,697.2653,2025-12-18
119722,119.7061,2025-12-18
119723,483.2924,2025-12-18
119724,90.6666,2025-12-18
119727,424.7099,2025-12-18
119730,246.8336,2025-12-18
119731,187.901,2025-12-18
119732,36.2112,2025-12-18
119733,36.1583,2025-12-18
119734,29.0997,2025-12-18
119735,87.4306,2025-12-18
119739,59.0234,2025-12-18
119740,25.9019,2025-12-18
119741,34.4855,2025-12-18
119746,4671.7074,2025-12-18
119747,1246.7942,2025-12-18
119749,10.8186,2021-09-17
119750,46.2556,2025-12-18
119751,19.9385,2025-12-18
119753,14.5756,2025-12-18
119755,41.5311,2025-12-18
119757,110.7973,2025-12-18
119758,23.8317,2025-12-18
119759,108.1757,2025-12-18
119764,1222.81,2025-12-18
119766,5472.5847,2025-12-18
119767,45.241,2025-12-18
119768,64.855,2025-12-18
119769,182.254,2025-12-18
119770,11.2415,2025-12-18
119771,41.2024,2025-12-18
119772,57.13,2025-12-18
119773,136.382,2025-12-18
119774,92.972,2025-12-18
119775,156.05,2025-12-18
119776,268.18,2025-12-18
119777,273.094,2025-12-18
119778,32.58,2025-12-18
119779,32.444,2025-12-18
119780,53.827,2025-12-18
119781,53.8274,2025-12-18
119782,334.9637,2025-12-18
119783,482.121,2025-12-18
119784,2340.3088,2025-12-18
119788,40.5751,2025-12-18
119789,40.5167,2025-12-18
119792,16.1526,2025-12-18
119793,23.6886,2025-12-18
119798,50.9041,2025-12-18
119799,1386.7605,2025-12-18
119800,4234.3062,2025-12-18
119804,1382.7135,2025-12-18
119805,1144.0484,2025-12-18
119810,1442.7141,2025-12-18
119811,1467.9363,2025-12-18
119812,3742.554,2025-12-18
119813,19.6019,2025-12-18
119815,23.6774,2025-12-18
119816,35.1528,2025-12-18
119817,15.398,2025-12-18
119818,1663.0831,2025-12-18
119819,1444.8248,2025-12-18
119820,18.1661,2025-12-18
119821,45.8313,2025-12-18
119822,14.3111,2025-12-18
119823,16.5412,2025-12-18
119824,56.8867,2025-12-18
119825,22.1128,2025-12-18
119826,123.1563,2025-12-18
119827,239.7736,2025-12-18
119828,6258.7422,2025-12-18
119829,1273.5123,2025-12-18
119831,1340.1251,2025-12-18
119832,1368.4592,2025-12-18
119833,4317.5817,2025-12-18
119834,103.4977,2025-12-18
119835,429.6111,2025-12-18
119836,24.7033,2025-12-18
119837,32.2424,2025-12-18
119838,28.4465,2025-12-18
119839,80.852,2025-12-18
119840,40.9345,2025-12-18
119841,32.2621,2025-12-18
119842,34.1271,2025-12-18
119843,71.8473,2025-12-18
119861,4275.803,2025-12-18
119862,1001.5187,2025-12-18
119863,4163.8855,2025-12-18
119864,1003.5316,2025-12-18
119865,1008.5309,2025-12-18
119875,41.0962,2022-09-23
119876,72.1992,2022-09-23
119877,16.8454,2022-09-23
119949,54.3613,2025-12-18
119950,24.6913,2025-12-18
119953,87.8467,2025-12-18
119954,24.7355,2025-12-18
119957,2641.0944,2025-12-18
119958,21.7674,2025-12-18
119959,31.0989,2025-12-18
119960,63.6462,2025-12-18
120029,44.8483,2025-12-18
120030,543.0369,2025-12-18
120035,9.62,2025-12-18
120036,9.6117,2025-12-18
120037,1001.576,2025-12-18
120038,2698.9804,2025-12-18
120039,1041.4462,2025-12-18
120040,1195.5798,2025-12-18
120043,27.8824,2025-12-18
120044,23.6087,2025-12-18
120045,48.5334,2025-12-18
120046,243.6896,2025-12-18
120059,47.6478,2025-12-18
120073,68.5192,2025-12-18
120074,17.3442,2025-12-18
120075,15.1507,2025-12-18
120078,39.1454,2025-12-18
120079,106.6308,2025-12-18
120084,3030.9709,2025-12-18
120085,1564.4811,2021-03-05
120086,1205.0179,2025-12-18
120101,10.7007,2025-12-18
120136,21.922,2025-12-18
120137,67.3936,2025-12-18
120152,678.443,2025-12-18
120153,89.726,2025-12-18
120154,68.7207,2025-12-18
120155,13.8769,2025-12-18
120157,70.604,2025-12-18
120158,400.117,2025-12-18
120163,127.409,2025-12-18
120164,290.073,2025-12-18
120165,59.239,2025-12-18
120166,97.0,2025-12-18
120185,81.06,2025-12-18
120186,81.07,2025-12-18
120187,106.7325,2022-09-16
120188,100.1082,2025-12-18
120189,100.4287,2022-09-16
120190,100.2313,2025-12-18
120191,185.9216,2025-12-18
120196,102.2043,2022-09-16
120197,400.8674,2025-12-18
120198,103.985,2022-09-16
120209,100.1435,2025-12-18
120210,101.3351,2022-09-16
120211,395.9842,2025-12-18
120212,100.8073,2025-12-18
120213,101.0456,2022-09-16
120216,181.4379,2025-12-18
120242,177.0546,2025-12-18
120243,139.4214,2025-12-18
120244,155.12,2025-12-18
120245,77.01,2025-12-18
120248,1034.6038,2025-12-18
120249,4917.1671,2025-12-18
120251,452.85,2025-12-18
120252,71.91,2025-12-18
120255,10.3708,2022-09-16
120256,35.1424,2025-12-18
120257,10.2538,2022-09-16
120258,12.9204,2025-12-18
120259,40.4661,2025-12-18
120260,22.0819,2025-12-18
120261,226.7259,2025-12-18
120263,37.2941,2025-12-18
120264,110.8297,2025-12-18
120267,64.6509,2025-12-18
120268,40.7125,2025-12-18
120269,38.7244,2025-12-18
120270,175.3569,2025-12-18
120274,18.5191,2025-12-18
120275,14.9098,2025-12-18
120276,92.7673,2025-12-18
120277,13.4872,2025-12-18
120278,19.1541,2025-12-18
120279,79.2778,2025-12-18
120282,65.121,2025-12-18
120283,18.7616,2025-12-18
120285,36.1457,2025-12-18
120299,3217.8626,2025-12-18
120300,24.0808,2016-10-07
120301,10.3063,2016-10-07
120302,17.7362,2016-10-07
120303,12.032,2016-10-07
120304,4440.1695,2025-12-18
120307,153.9584,2025-12-18
120308,169.6622,2025-12-18
120309,56.7283,2025-12-18
120310,23.0933,2016-04-22
120311,13.6408,2016-04-22
120312,56.8807,2025-12-18
120313,68.9195,2025-12-18
120314,53.2946,2025-12-18
120315,44.1827,2025-12-18
120316,10.05,2025-12-18
120317,23.0743,2025-12-18
120318,15.3903,2025-12-18
120322,127.31,2025-12-18
120323,544.6,2025-12-18
120332,23.6,2025-12-18
120333,64.91,2025-12-18
120334,894.308,2025-12-18
120335,60.4329,2025-12-18
120336,10.0365,2025-12-18
120337,14.2793,2025-12-18
120338,38.5554,2025-12-18
120339,14.5205,2025-12-18
120348,160.45,2025-12-18
120349,74.78,2025-12-18
120350,54.6426,2025-12-18
120351,55.6502,2025-12-18
120356,55.21,2025-12-18
120357,119.08,2025-12-18
120364,37.846,2025-12-18
120365,17.4958,2025-12-18
120376,29.27,2025-12-18
120377,86.21,2025-12-18
120380,63.99,2025-12-18
120381,345.46,2025-12-18
120384,88.44,2025-12-18
120385,171.82,2025-12-18
120388,1000.956,2025-12-18
120389,3012.4541,2025-12-18
120390,1002.5754,2025-12-18
120391,1004.2389,2025-12-18
120392,84.77,2025-12-18
120393,37.56,2025-12-18
120394,50.88,2025-12-18
120395,75.41,2025-12-18
120396,105.516,2025-12-18
120397,105.7358,2025-12-18
120398,568.9841,2025-12-18
120399,190.9143,2025-12-18
120400,19.2962,2025-12-18
120401,35.5352,2025-12-18
120402,82.6,2025-12-18
120403,220.4,2025-12-18
120404,47.78,2025-12-18
120405,71.41,2025-12-18
120406,73.9445,2025-12-18
120407,11.0098,2025-12-18
120408,41.9813,2025-12-18
120410,22.4898,2025-01-27
120411,10.4302,2025-12-18
120412,136.17,2025-12-18
120413,150.48,2025-12-18
120416,147.16,2025-12-18
120417,31.99,2025-12-18
120423,101.276,2025-12-18
120424,102.2747,2025-12-18
120425,479.9107,2025-12-18
120426,205.1782,2025-12-18
120427,101.9935,2022-09-16
120428,28.556,2025-01-27
120430,70.3822,2025-12-18
120431,24.87,2025-12-18
120432,10.0768,2025-12-18
120433,10.5303,2025-12-18
120434,45.5312,2025-12-18
120435,45.2878,2025-12-18
120436,1036.5234,2025-12-18
120437,1037.1862,2025-12-18
120438,2792.8357,2025-12-18
120439,1032.5084,2025-12-18
120443,1062.9092,2025-12-18
120444,2489.1626,2025-12-18
120445,1009.3509,2025-12-18
120447,27.4674,2025-12-18
120448,12.2514,2025-12-18
120449,9.9784,2025-12-18
120450,12.7995,2025-12-18
120451,33.1946,2025-12-18
120452,11.321,2025-12-18
120454,10.3437,2020-09-25
120455,10.8856,2020-09-25
120457,10.5165,2020-09-25
120458,27.5938,2020-09-25
120465,70.88,2025-12-18
120466,27.69,2025-12-18
120467,34.89,2025-12-18
120468,62.8,2025-12-18
120469,14.6036,2020-09-25
120470,10.6757,2020-09-25
120471,26.9629,2020-09-25
120472,42.0055,2025-12-18
120473,41.9661,2025-12-18
120474,11.95,2025-12-18
120475,31.8009,2025-12-18
120476,10.5842,2025-12-18
120477,16.8553,2025-12-18
120478,13.7141,2025-12-18
120479,13.3312,2025-12-18
120480,35.8802,2025-12-18
120481,16.8443,2025-12-18
120482,35.745,2025-12-18
120483,75.4557,2025-12-18
120484,136.8633,2025-12-18
120485,72.8348,2025-12-18
120486,106.8994,2025-12-18
120487,23.004,2025-12-18
120488,23.4728,2025-12-18
120489,72.4017,2025-12-18
120490,180.3334,2025-12-18
120491,99.867,2025-12-18
120492,109.8706,2025-12-18
120493,55.3555,2025-12-18
120494,56.7548,2025-12-18
120496,1252.9924,2025-12-18
120497,3500.7857,2025-12-18
120499,3501.9036,2025-12-18
120500,1289.57,2025-12-18
120501,1156.7269,2025-12-18
120502,55.1869,2025-12-18
120503,109.2532,2025-12-18
120504,55.22,2025-12-18
120505,130.42,2025-12-18
120506,1012.2021,2025-12-18
120507,3246.8238,2025-12-18
120508,2908.6774,2025-12-18
120509,1184.0663,2025-12-18
120510,34.7993,2025-12-18
120511,10.0726,2025-12-18
120512,10.2336,2025-12-18
120513,3346.4236,2025-12-18
120514,1012.1168,2025-12-18
120515,1012.4737,2025-12-18
120516,1012.2656,2025-12-18
120517,1756.32,2025-12-18
120518,309.74,2025-12-18
120519,1222.8364,2025-12-18
120520,3147.0343,2025-12-18
120521,2455.7693,2025-12-18
120522,1090.4425,2025-12-18
120523,27.6137,2025-12-18
120524,50.7461,2025-12-18
120530,38.4384,2025-12-18
120531,38.4973,2025-12-18
120534,1005.8604,2025-12-18
120535,1121.3468,2025-12-18
120536,1085.5599,2025-12-18
120537,3717.6479,2025-12-18
120538,60.61,2025-12-18
120539,202.14,2025-12-18
120541,2963.6019,2025-12-18
120542,2008.1881,2025-12-18
120543,2110.2948,2025-12-18
120544,1025.6359,2025-12-18
120545,40.0476,2025-12-18
120546,40.0486,2025-12-18
120550,27.1417,2025-12-18
120558,1065.2384,2025-12-18
120559,1021.6249,2025-12-18
120560,4053.1662,2025-12-18
120561,2667.1442,2025-12-18
120562,1020.9263,2025-12-18
120563,2859.5087,2025-12-18
120564,2096.16,2025-12-18
120565,228.23,2025-12-18
120566,1018.9655,2025-12-18
120567,4061.0662,2025-12-18
120568,1206.0909,2025-12-18
120570,4059.2391,2025-12-18
120571,1086.9343,2025-12-18
120575,350.6209,2025-12-18
120576,305.9753,2025-12-18
120577,231.2994,2025-12-18
120578,264.5505,2025-12-18
120579,360.15,2025-12-18
120580,10.4618,2018-05-25
120581,10.2129,2018-05-25
120582,20.425,2018-05-25
120583,10.4779,2018-05-25
120584,10.5669,2018-05-25
120585,66.27,2025-12-18
120586,125.75,2025-12-18
120587,513.67,2025-12-18
120588,168.64,2025-12-18
120589,19.071,2025-12-18
120590,112.9692,2025-12-18
120591,95.41,2025-12-18
120592,1058.22,2025-12-18
120593,46.94,2025-12-18
120594,234.0,2025-12-18
120595,142.86,2025-12-18
120596,1156.95,2025-12-18
120597,54.05,2025-12-18
120598,58.85,2025-12-18
120599,880.33,2025-12-18
120600,26.569,2025-12-18
120601,11.1134,2025-12-18
120602,12.0413,2025-12-18
120603,40.9428,2025-12-18
120604,10.5688,2025-12-18
120605,35.5313,2018-05-25
120606,10.9255,2018-05-25
120607,12.2962,2018-05-25
120608,44.688,2018-05-25
120609,10.7239,2017-10-06
120610,13.334,2018-05-25
120611,25.8427,2018-05-25
120612,11.5773,2018-05-25
120613,16.5729,2025-12-18
120614,14.7729,2025-12-18
120615,16.201,2025-12-18
120616,85.4927,2025-12-18
120617,11.534,2025-12-18
120618,11.6892,2025-12-18
120619,43.3903,2025-12-18
120620,271.1618,2025-12-18
120621,209.46,2025-12-18
120622,45.77,2025-12-18
120623,18.1794,2017-10-27
120624,10.001,2017-10-27
120625,18.0131,2017-09-26
120627,23.4449,2017-11-14
120629,17.7978,2017-11-21
120631,20.4818,2017-12-05
120635,10.0692,2014-06-30
120636,13.4735,2017-08-29
120637,10.0017,2017-09-20
120638,17.6211,2017-09-20
120639,20.0513,2017-10-24
120641,10.0016,2017-09-05
120642,13.6172,2017-09-05
120643,14.1819,2017-09-14
120644,10.0051,2017-09-14
120646,14.0323,2017-09-25
120647,10.0016,2017-03-23
120648,10.2204,2014-12-11
120649,17.7073,2017-10-09
120650,10.1535,2016-10-03
120651,10.0051,2017-10-09
120652,17.7138,2017-08-16
120653,10.0168,2014-07-31
120654,10.1854,2017-08-28
120655,17.5014,2017-08-28
120656,309.2821,2025-12-18
120657,65.7356,2025-12-18
120660,10.0033,2017-08-16
120661,13.9183,2017-08-16
120662,344.7278,2025-12-18
120663,229.4108,2025-12-18
120664,97.8627,2025-12-18
120665,199.1472,2025-12-18
120666,13.8562,2018-05-25
120667,12.7914,2018-05-25
120668,49.7829,2018-05-25
120669,13.6318,2018-05-25
120670,51.0976,2025-12-18
120671,11.4438,2025-12-18
120672,11.1332,2022-09-16
120673,47.8582,2025-12-18
120674,447.8498,2025-12-18
120675,11.1219,2025-12-18
120676,30.8818,2025-12-18
120677,10.8051,2025-12-18
120678,10.7542,2022-09-16
120679,137.3794,2025-12-18
120680,107.7325,2025-12-18
120681,231.8404,2025-12-18
120682,446.9361,2025-12-18
120683,62.851,2025-12-18
120684,62.8746,2025-12-18
120685,42.5531,2025-12-18
120686,42.5571,2025-12-18
120687,78.38,2025-12-18
120688,184.27,2025-12-18
120689,80.8968,2025-12-18
120690,25.5298,2025-12-18
120691,72.4243,2018-05-25
120692,32.2257,2025-12-18
120693,10.2332,2022-09-16
120694,15.3936,2025-12-18
120695,10.1008,2022-09-16
120696,12.1669,2022-09-16
120697,10.2258,2025-12-18
120700,246.543,2025-12-18
120702,48.0318,2025-12-18
120703,42.2869,2025-12-18
120705,76.5932,2025-12-18
120709,11.8256,2025-12-18
120710,10.975,2022-09-16
120711,36.5765,2025-12-18
120714,55.1823,2025-12-18
120715,234.1572,2025-12-18
120716,180.3714,2025-12-18
120717,90.8737,2025-12-18
120718,34.6946,2025-12-18
120719,19.6174,2025-12-18
120722,111.87,2025-12-18
120723,65.13,2025-12-18
120724,94.8228,2025-12-18
120725,94.9866,2025-12-18
120726,335.4155,2025-12-18
120727,165.059,2025-12-18
120728,147.748,2025-12-18
120729,77.317,2025-12-18
120730,154.7475,2025-12-18
120731,334.5904,2025-12-18
120732,87.6029,2025-12-18
120733,223.8293,2025-12-18
120734,1991.9835,2025-12-18
120735,3715.2095,2025-12-18
120736,1450.5236,2025-12-18
120737,1418.4499,2025-12-18
120738,2199.7192,2021-03-01
120739,1021.7526,2025-12-18
120743,98.9172,2025-12-18
120744,1557.9732,2025-12-18
120745,1083.3771,2025-12-18
120746,4683.0519,2025-12-18
120747,12.7332,2025-12-18
120748,11.9879,2022-09-16
120749,194.942,2025-12-18
120750,40.9175,2025-12-18
120751,188.9707,2025-12-18
120752,61.6302,2025-12-18
120753,12.823,2022-09-16
120754,67.8122,2025-12-18
120755,12.6886,2025-12-18
120760,87.6702,2025-12-18
120761,35.1788,2025-12-18
120762,34.3174,2025-12-18
120763,26.4087,2025-12-18
120764,19.9107,2025-12-18
120765,14.05,2025-12-18
120766,54.7637,2025-12-18
120771,41.5951,2025-12-18
120772,1030.9335,2025-12-18
120777,1378.8141,2025-12-18
120778,19.6667,2025-12-18
120779,76.2796,2025-12-18
120780,63.7707,2025-12-18
120781,55.9834,2025-12-18
120782,319.4748,2025-12-18
120783,246.9307,2025-12-18
120784,45.6882,2025-12-18
120785,3633.9906,2025-12-18
120786,1907.1688,2025-12-18
120789,50.9491,2025-12-18
120790,75.0364,2025-12-18
120791,30.6681,2025-12-18
120792,65.7358,2025-12-18
120793,1141.096,2025-12-18
120794,1045.4812,2025-12-18
120795,38.376,2025-12-18
120796,22.4483,2025-12-18
120798,18.3223,2021-02-23
120799,18.4492,2021-02-23
120800,10.0,2021-02-23
120802,10.0,2021-02-23
120811,10.2084,2015-04-15
120812,16.6618,2018-02-05
120813,16.6618,2018-02-05
120814,17.6037,2018-02-05
120815,17.6037,2018-02-05
120818,65.4072,2025-12-18
120819,472.2341,2025-12-18
120820,153.6345,2025-12-18
120821,166.7043,2025-12-18
120822,76.669,2025-12-18
120823,662.0207,2025-12-18
120824,114.0342,2025-12-18
120825,58.3017,2025-12-18
120826,125.2107,2025-12-18
120827,211.4796,2025-12-18
120828,270.5396,2025-12-18
120832,40.9262,2025-12-18
120833,40.9586,2025-12-18
120834,95.0186,2025-12-18
120835,55.5457,2025-12-18
120836,13.2305,2025-12-18
120837,43.52,2025-12-18
120838,15.7618,2025-12-18
120839,14.64,2025-12-18
120840,82.4385,2025-12-18
120841,234.7045,2025-12-18
120842,74.5644,2025-12-18
120843,109.6939,2025-12-18
120846,56.0102,2025-12-18
120847,420.1646,2025-12-18
120870,66.02,2025-12-18
120876,10.0613,2022-05-11
120877,25.166,2022-05-11
120902,10.0286,2022-05-11
120903,26.2655,2022-05-11
120954,10.0,2018-03-05
120955,15.1049,2018-03-05
120956,15.0408,2018-03-05
120957,10.0,2018-03-05
120970,27.3497,2022-05-11
120975,10.0063,2022-05-11
121033,10.0714,2022-05-11
121034,25.5663,2022-05-11
121087,13.4547,2016-03-03
121088,13.4547,2016-03-03
121089,12.9714,2016-03-03
121090,12.9714,2016-03-03
121095,13.5024,2016-04-11
121096,13.1471,2016-01-06
121097,13.1028,2016-04-11
121098,12.901,2016-04-11
121109,934.6933,2025-12-18
121126,10.9291,2014-02-25
121127,13.9796,2017-03-15
121129,13.9619,2017-03-15
121143,16.2307,2018-03-05
121144,17.0757,2018-03-05
121145,16.2307,2018-03-05
121146,278.0466,2025-12-18
121177,14.1912,2017-03-16
121178,10.0003,2017-03-16
121180,14.145,2017-03-16
121181,11.0386,2025-03-25
121182,30.6249,2025-03-25
121279,25.9872,2025-12-18
121280,25.2155,2025-12-18
121281,13.6699,2025-12-18
121282,13.6163,2025-12-18
121285,10.0,2017-03-20
121286,14.0084,2017-03-20
121287,10.0,2017-03-20
121288,13.9529,2017-03-20
121362,14.9835,2018-04-09
121364,14.9423,2018-04-09
121366,290.2508,2025-12-18
121412,10.0803,2022-05-11
121413,28.4214,2022-05-11
121440,14.9454,2018-04-10
121441,14.9023,2018-04-10
121442,10.441,2015-03-23
121510,14.1491,2016-03-31
121511,11.9359,2016-03-31
121512,12.1627,2016-03-31
121513,13.6795,2016-03-31
121699,13.8388,2017-04-07
121701,13.8817,2017-04-07
121721,11.1322,2025-03-25
121722,31.2226,2025-03-25
121755,14.0124,2017-04-10
121756,10.0,2016-04-05
121757,10.0,2016-04-05
121758,13.9384,2017-04-10
121793,16.9644,2018-04-09
121794,16.9644,2018-04-09
121795,16.1546,2018-04-09
121796,16.1546,2018-04-09
121875,12.9328,2016-04-11
121876,12.8506,2016-04-11
121877,12.4781,2016-04-11
121878,12.559,2016-04-11
121891,1680.1463,2025-12-18
121892,2272.1012,2025-12-18
121931,10.6053,2025-12-18
121932,10.6651,2025-12-18
121933,11.6167,2025-12-18
121934,10.4514,2025-12-18
121935,10.4229,2025-12-18
121936,12.6538,2025-12-18
121937,10.9292,2025-12-18
121938,11.0363,2025-12-18
121940,22.5251,2025-12-18
121944,20.1751,2025-12-18
121953,12.4756,2016-04-18
121954,13.4241,2017-05-24
121955,13.9771,2017-05-24
121956,13.9697,2017-05-24
122078,10.765,2016-03-22
122079,10.0,2017-04-25
122080,13.838,2017-04-25
122081,13.8881,2017-04-25
122152,11.1076,2025-03-25
122165,34.0888,2025-03-25
122168,22.8,2025-12-18
122225,10.0004,2017-05-12
122226,13.858,2017-05-12
122227,13.9099,2017-05-12
122228,10.0004,2017-05-12
122236,27.34,2025-12-18
122237,14.0369,2016-05-19
122238,14.5006,2016-05-19
122239,13.9369,2016-05-19
122240,14.4006,2016-05-19
122249,13.9543,2016-05-09
122250,12.2117,2016-05-09
122251,13.4418,2016-05-09
122252,11.9416,2016-05-09
122260,1631.8015,2017-06-21
122273,12.8026,2016-05-18
122274,11.2391,2016-05-18
122275,11.2654,2016-05-18
122276,12.7299,2016-05-18
122315,42.4963,2025-01-27
122316,27.8437,2020-09-25
122317,26.95,2020-09-25
122323,40.0725,2025-01-27
122324,12.8236,2016-05-09
122326,10.0,2016-05-09
122327,12.7977,2016-05-09
122387,43.4753,2025-12-18
122388,19.2837,2025-12-18
122389,51.0589,2025-12-18
122390,22.5497,2025-12-18
122401,11.9706,2016-05-24
122402,15.568,2019-04-15
122403,16.6135,2019-04-15
122404,11.726,2016-05-24
122439,16.5876,2019-04-15
122440,14.3827,2019-04-15
122441,15.6067,2019-04-15
122442,13.7375,2019-04-15
122443,10.1025,2025-12-18
122444,10.1133,2025-12-18
122455,10.0,2016-05-31
122457,12.7733,2016-05-31
122458,12.8722,2016-05-31
122509,16.7537,2019-07-30
122510,10.0,2019-07-30
122511,15.7817,2019-07-30
122512,10.0,2019-07-30
122531,101.8263,2025-12-18
122532,17.3967,2018-06-04
122533,14.5419,2018-06-04
122534,14.062,2018-06-04
122535,16.5747,2018-06-04
122606,103.1015,2022-09-16
122607,102.6565,2022-09-16
122608,12.7021,2016-06-27
122609,10.8449,2015-06-24
122610,11.5947,2016-06-27
122611,12.6355,2016-06-27
122612,23.2594,2025-12-18
122613,19.6984,2018-05-25
122614,13.7083,2017-07-17
122615,13.8038,2017-07-17
122617,10.0,2016-06-29
122618,11.0345,2025-12-18
122639,94.1703,2025-12-18
122640,86.179,2025-12-18
122641,10.0606,2022-05-11
122642,26.6295,2022-05-11
122643,100.9826,2025-12-18
122644,358.5607,2025-12-18
122645,100.7389,2025-12-18
122646,368.8608,2025-12-18
122647,101.186,2025-12-18
122648,101.2134,2025-12-18
122649,101.2509,2025-12-18
122650,518.6101,2025-12-18
122651,101.8336,2025-12-18
122652,13.7436,2017-06-28
122653,13.7847,2017-06-28
122654,10.0,2014-06-17
122655,10.0005,2017-06-28
122657,14.6872,2018-07-02
122658,16.5577,2018-07-02
122659,17.5395,2018-07-02
122660,14.0745,2018-07-02
122661,14.0558,2016-07-07
122662,13.5471,2016-07-07
122663,11.9043,2016-07-07
122664,12.1789,2016-07-07
122673,68.2598,2020-04-24
122674,42.3355,2020-04-24
122699,12.9362,2016-08-03
122700,13.3852,2016-08-03
122701,13.1367,2016-08-03
122702,13.5857,2016-08-03
122711,23.2593,2025-12-18
122712,22.4454,2025-12-18
122715,24.5674,2025-12-18
122717,22.6675,2025-12-18
122719,13.0168,2025-12-18
122720,22.4452,2025-12-18
122721,14.0741,2025-12-18
122726,13.764,2017-07-14
122727,10.0001,2017-07-14
122729,13.7202,2017-07-14
122748,101.6684,2025-12-18
122753,14.3576,2018-07-03
122754,17.2792,2018-07-03
122755,16.4553,2018-07-03
122756,13.883,2018-07-03
122765,24.1812,2025-12-18
122766,26.8369,2025-12-18
122776,12.9249,2016-09-20
122777,11.6896,2016-09-20
122778,12.8707,2016-09-20
122779,11.6614,2016-09-20
122786,3683.9299,2025-12-01
122850,14.3494,2016-07-28
122851,12.2607,2016-07-28
122852,12.5218,2016-07-28
122853,13.868,2016-07-28
122868,10.816,2025-12-18
122891,107.1895,2022-09-16
122892,13.0624,2016-08-02
122893,13.0306,2016-08-02
122896,14.0361,2017-10-03
122898,13.9462,2017-10-03
122900,15.5551,2019-09-16
122901,10.0,2016-08-10
122902,15.785,2019-09-16
122903,10.0,2019-09-16
122904,101.6696,2025-12-18
122909,40.962,2019-05-28
122910,15.9063,2019-07-31
122911,13.7684,2016-08-10
122912,13.32,2016-08-10
122913,16.859,2019-07-31
122954,17.6315,2018-08-06
122956,16.7957,2018-08-06
122957,16.7957,2018-08-06
122982,109.433,2025-12-18
122995,109.1668,2025-12-18
122996,14.1065,2017-10-03
122998,14.0187,2017-10-03
122999,12.3035,2017-10-03
123000,13.08,2016-08-02
123002,13.0352,2016-08-02
123003,12.9756,2016-08-02
123004,29.251,2025-12-18
123051,14.7249,2018-06-25
123052,14.6467,2018-06-25
123053,10.0,2016-08-10
123054,10.0,2016-08-10
123055,10.0095,2014-01-20
123070,14.8884,2018-07-02
123071,10.0,2016-09-14
123072,15.0266,2018-07-02
123073,10.0,2016-09-14
123074,14.2186,2017-10-17
123076,14.1731,2017-10-17
123106,12.75752,2017-08-08
123107,14.01012529,2017-08-08
123108,14.0608253,2017-08-08
123109,10.00005272,2014-08-04
123110,13.073,2016-09-20
123111,11.8131,2016-09-20
123112,11.8454,2016-09-20
123113,13.0068,2016-09-20
123150,12.9048,2016-08-23
123151,12.9811,2016-08-23
123152,10.0,2016-08-23
123153,10.0,2015-08-19
123183,46.3924,2020-04-24
123184,14.2022,2017-10-17
123186,14.1577,2017-10-17
123188,10.00000021,2014-08-05
123189,14.0569223,2017-08-09
123190,14.01230223,2017-08-09
123191,10.0000024,2014-08-05
123192,12.603974,2017-08-21
123193,13.86302882,2017-08-21
123194,13.826,2017-08-22
123195,11.895659,2016-08-08
123205,13.2349,2016-09-20
123206,10.0,2016-09-20
123207,10.0,2015-05-13
123208,13.1584,2016-09-20
123211,13.27,2016-09-02
123212,10.0,2016-09-02
123213,13.1103,2016-09-02
123214,10.0,2016-09-02
