SchemeCode,NAV,NAV_Date
143741,12.5388,2021-07-15
143744,12.4432,2021-07-15
143745,10.0,2021-07-15
143755,12.6957,2021-07-08
143757,12.5991,2021-07-08
143758,10.0,2021-07-08
143777,10.0,2018-06-13
143778,10.0,2018-06-13
143779,0.0,2021-06-16
143780,0.0,2021-06-16
143781,10.0,2018-06-13
143782,0.0,2021-06-16
143783,42.394,2025-12-18
143784,27.851,2025-12-18
143785,37.797,2025-12-18
143786,24.266,2025-12-18
143787,23.2929,2025-12-18
143788,23.2903,2025-12-18
143789,23.2962,2025-12-18
143790,23.302,2025-12-18
143791,26.7675,2025-12-18
143792,26.7132,2025-12-18
143793,26.952,2025-12-18
143794,23.2965,2025-12-18
143795,23.2935,2025-12-18
143796,26.7415,2025-12-18
143797,26.7471,2025-12-18
143798,26.7463,2025-12-18
143799,12.765,2021-07-15
143800,10.0,2021-07-15
143801,10.0,2021-07-15
143802,10.0,2021-07-15
143803,12.6695,2021-07-15
143804,10.0,2021-07-15
143805,10.0,2021-07-15
143806,10.0,2021-07-15
143808,10.0,2021-07-15
143848,12.76020815,2021-07-28
143849,12.76019487,2021-07-28
143850,12.66520507,2021-07-28
143863,10.0001,2021-07-15
143865,10.0,2021-07-15
143866,10.0,2021-07-15
143867,10.0,2021-07-15
143868,10.8574,2021-07-15
143870,10.9669,2021-07-15
143871,10.0,2021-07-15
143872,10.0001,2021-07-15
143873,39.62,2025-12-18
143874,42.83,2025-12-18
143875,23.11,2025-12-18
143876,25.86,2025-12-18
143877,12.6852,2021-06-28
143878,12.6971,2021-06-28
143899,12.5859,2021-07-08
143901,12.6826,2021-07-08
143902,10.0,2021-07-08
143903,33.5329,2025-12-18
143904,33.521,2025-12-18
143945,13.4965,2022-05-26
143946,13.6408,2022-05-26
143947,13.6408,2022-05-26
143948,13.4966,2022-05-26
143949,12.6619,2021-07-14
143950,10.0,2021-07-14
143951,12.5665,2021-07-14
143952,10.0,2021-07-14
143953,12.5684,2021-07-22
143954,12.6725,2021-07-22
143956,12.5684,2021-07-22
143960,12.5684,2021-07-22
143961,17.01,2022-02-07
143962,17.01,2022-02-07
143963,16.55,2022-02-07
143964,16.55,2022-02-07
143993,12.68978959,2021-08-05
143994,12.80015194,2021-08-05
143995,12.6897919,2021-08-05
143997,11.2868,2021-07-15
143999,10.0,2021-07-15
144003,10.0,2021-07-15
144006,11.2025,2021-07-15
144007,0.0,2021-06-30
144008,0.0,2021-06-30
144009,0.0,2021-06-30
144010,0.0,2021-06-30
144011,0.0,2021-06-30
144012,0.0,2021-06-30
144017,10.3471,2018-12-14
144018,10.0,2018-12-14
144019,10.3375,2018-12-14
144061,12.57059862,2021-08-11
144063,12.68434581,2021-08-11
144064,12.686633,2021-08-11
144065,12.6641,2021-07-08
144072,12.5505,2021-07-08
144075,14.3685,2023-04-18
144077,14.3685,2023-04-18
144078,14.4885,2023-04-18
144079,14.3685,2023-04-18
144080,14.4884,2023-04-18
144081,12.6499,2021-08-10
144082,10.0,2021-08-10
144083,10.0,2021-08-10
144084,12.7477,2021-08-10
144095,10.0,2021-08-12
144096,12.2971,2021-08-12
144097,10.0,2021-08-12
144098,12.1747,2021-08-12
144099,10.0,2021-08-12
144100,10.0,2021-08-12
144102,10.0,2021-08-12
144103,10.0,2021-08-12
144104,10.0,2021-08-12
144115,11.0813,2021-07-30
144116,10.0,2021-07-30
144117,11.1898,2021-07-30
144118,10.0,2021-07-30
144159,12.7055,2021-08-17
144160,12.6115,2021-08-17
144161,10.0,2021-08-17
144162,10.0,2021-08-17
144163,12.6011,2021-07-22
144164,12.6766,2021-07-22
144171,15.6469,2025-12-18
144172,10.0519,2025-12-18
144173,15.852,2025-12-18
144174,10.0367,2025-12-18
144189,10.0781,2025-12-18
144190,10.5441,2025-12-18
144191,10.0768,2025-12-18
144192,10.5626,2025-12-18
144193,13.1682,2025-12-18
144194,10.0651,2025-12-18
144195,10.0604,2025-12-18
144196,13.4703,2025-12-18
144201,12.704,2021-08-10
144202,10.0,2021-08-10
144206,12.609,2021-08-10
144209,10.0,2021-08-10
144227,12.6618,2021-08-10
144231,12.5669,2021-08-10
144247,10.0,2021-08-23
144248,12.7462,2021-08-23
144249,10.0,2021-08-23
144250,12.6492,2021-08-23
144251,10.0,2019-03-14
144252,10.5051,2019-03-14
144253,10.0,2019-03-14
144254,10.4918,2019-03-14
144265,0.0,2021-07-28
144266,10.0,2018-07-25
144267,0.0,2021-07-28
144268,0.0,2021-07-28
144269,0.0,2021-07-28
144270,0.0,2021-07-28
144279,13.00887157,2021-09-20
144281,12.91098148,2021-09-20
144282,12.91102524,2021-09-20
144283,12.73441896,2021-08-26
144284,12.64048763,2021-08-26
144286,12.64101,2021-08-26
144301,12.5706,2021-07-22
144302,12.6552,2021-07-22
144308,12.5732,2021-07-22
144309,33.36,2025-12-18
144310,17.08,2025-12-18
144311,17.08,2025-12-18
144312,17.79,2025-12-18
144313,17.79,2025-12-18
144314,32.08,2025-12-18
144315,33.36,2025-12-18
144316,32.09,2025-12-18
144333,20.858,2025-12-18
144334,22.733,2025-12-18
144335,22.733,2025-12-18
144336,20.858,2025-12-18
144337,13.4506,2025-12-18
144338,14.8245,2025-12-18
144339,17.2266,2025-12-18
144340,14.7197,2025-12-18
144341,15.1833,2025-12-18
144342,14.6394,2025-12-18
144343,14.2247,2025-12-18
144344,13.8028,2025-12-18
144345,16.8355,2025-12-18
144346,15.0664,2025-12-18
144351,13.6005,2022-05-26
144352,13.764,2022-05-26
144353,13.6005,2022-05-26
144354,13.764,2022-05-26
144376,12.4403,2021-08-05
144377,12.3502,2021-08-05
144378,12.4361,2021-08-05
144379,12.3502,2021-08-05
144380,12.3502,2021-08-05
144387,12.5573,2021-08-26
144388,12.6627,2021-08-26
144389,12.5573,2021-08-26
144393,20.78,2025-12-18
144394,22.89,2025-12-18
144395,16.43,2025-12-18
144396,14.88,2025-12-18
144397,16.23,2025-12-18
144398,15.63,2025-12-18
144399,13.33,2025-12-18
144400,13.74,2025-12-18
144401,14.5049,2025-12-18
144402,10.3305,2025-12-18
144403,15.7502,2025-12-18
144404,11.4113,2025-12-18
144405,11.4413,2025-12-18
144406,12.602,2025-12-18
144445,14.76,2022-03-11
144446,14.76,2022-03-11
144447,15.13,2022-03-11
144448,15.13,2022-03-11
144457,12.742445,2021-10-25
144459,12.83951567,2021-10-25
144460,12.74127942,2021-10-25
144461,16.7354,2025-12-18
144462,14.9822,2025-12-18
144463,12.4265,2025-12-18
144464,13.421,2025-12-18
144465,14.0115,2025-12-18
144466,18.3537,2025-12-18
144467,14.0119,2025-12-18
144468,13.7163,2025-12-18
144475,1350.3625,2025-12-18
144480,12.9195,2021-10-22
144481,12.9195,2021-10-22
144482,12.9696,2021-10-22
144483,12.9696,2021-10-22
144484,18.9052,2025-12-18
144485,18.9052,2025-12-18
144486,18.9053,2025-12-18
144487,18.9051,2025-12-18
144488,20.1953,2025-12-18
144489,20.1965,2025-12-18
144490,20.1954,2025-12-18
144491,20.1953,2025-12-18
144527,12.7114,2021-10-18
144528,12.8127,2021-10-18
144529,12.8127,2021-10-18
144530,12.7114,2021-10-18
144543,27.4996,2025-12-18
144544,24.6391,2025-12-18
144545,24.6391,2025-12-18
144546,27.4996,2025-12-18
144547,27.4996,2025-12-18
144548,24.6391,2025-12-18
144555,11.2368,2021-09-30
144556,11.3493,2021-09-30
144557,10.0,2021-09-30
144558,10.0,2021-09-30
144571,12.2092,2021-08-31
144572,10.0,2021-08-31
144573,10.0,2021-08-31
144574,12.0875,2021-08-31
144575,10.0,2021-08-31
144576,10.0,2021-08-31
144577,10.0,2021-08-31
144579,10.0,2021-08-31
144587,71.2041,2025-12-18
144588,13.52129461,2022-04-11
144589,13.56295213,2022-04-11
144590,13.5631175,2022-04-11
144591,13.521266,2022-04-11
144592,10.0,2019-03-14
144593,10.0,2019-03-14
144594,10.4354,2019-03-14
144595,10.4232,2019-03-14
144596,12.6248,2021-09-06
144598,12.6248,2021-09-06
144599,12.7041,2021-09-06
144601,12.6248,2021-09-06
144602,12.5918,2021-09-03
144603,12.7088,2021-09-03
144604,12.5918,2021-09-03
144605,12.7088,2021-09-03
144606,12.7088,2021-09-03
144607,12.5918,2021-09-03
144612,12.69409067,2021-10-13
144614,12.79040526,2021-10-13
144615,12.69496527,2021-10-13
144624,12.7843,2021-10-20
144625,12.7843,2021-10-20
144626,12.8854,2021-10-20
144627,12.8853,2021-10-20
144644,16.4222,2025-12-18
144645,10.5583,2025-12-18
144646,16.7285,2025-12-18
144647,11.8296,2025-12-18
144648,11.4667,2025-12-18
144649,10.8079,2025-12-18
144650,11.7852,2025-12-18
144651,10.5829,2025-12-18
144652,0.0,2021-09-01
144653,0.0,2021-09-01
144654,0.0,2021-09-01
144655,10.0,2018-08-29
144656,0.0,2021-09-01
144657,0.0,2021-09-01
144659,10.0,2021-08-31
144661,10.0,2021-08-31
144663,12.5801,2021-08-31
144666,12.6748,2021-08-31
144669,12.67623406,2021-10-18
144670,12.67622737,2021-10-18
144671,12.77057107,2021-10-18
144672,12.7704892,2021-10-18
144673,15.09747791,2021-08-31
144674,14.61685259,2021-08-31
144675,15.09752459,2021-08-31
144676,14.61685271,2021-08-31
144688,10.1944,2018-12-03
144689,10.0,2018-12-03
144690,10.1998,2018-12-03
144691,10.0,2018-12-03
144692,12.8562,2021-10-20
144693,12.8562,2021-10-20
144694,12.7556,2021-10-20
144695,12.7556,2021-10-20
144696,12.619,2021-09-15
144697,12.7019,2021-09-15
144698,12.619,2021-09-15
144699,12.6188,2021-09-15
144700,12.7019,2021-09-15
144701,12.7032,2021-09-15
144731,10.0,2021-09-21
144732,10.0,2021-09-21
144733,11.7394,2021-09-21
144734,10.0,2021-09-21
144735,10.0,2021-09-21
144736,11.8575,2021-09-21
144737,10.0,2021-09-21
144738,10.0,2021-09-21
144739,10.0,2021-09-21
144740,10.0,2021-09-21
144753,10.0338,2025-12-18
144754,16.1041,2025-12-18
144755,10.0565,2025-12-18
144756,16.1056,2025-12-18
144757,10.0536,2025-12-18
144758,10.0689,2025-12-18
144759,15.1217,2025-12-18
144760,10.0622,2025-12-18
144761,15.1216,2025-12-18
144762,10.07,2025-12-18
144763,0.0,2021-09-14
144764,0.0,2021-09-14
144765,0.0,2021-09-14
144766,0.0,2021-09-14
144767,10.0,2018-09-11
144768,10.0,2018-09-11
144769,13.3703,2022-04-28
144770,13.4753,2022-04-28
144771,13.4753,2022-04-28
144772,13.3703,2022-04-28
144773,10.3996,2019-03-14
144774,10.0,2019-03-14
144775,10.4112,2019-03-14
144776,10.0,2019-03-14
144796,10.0,2022-09-29
144797,10.0,2022-09-29
144798,13.9793,2022-09-29
144800,14.1762,2022-09-29
144801,10.0,2022-09-29
144814,12.5495,2021-09-13
144815,12.6376,2021-09-13
144816,12.6371,2021-09-13
144817,12.5495,2021-09-13
144819,12.6372,2021-09-13
144834,22.7598,2025-12-18
144835,38.6894,2025-12-18
144836,24.7968,2025-12-18
144837,24.7968,2025-12-18
144838,35.5732,2025-12-18
144839,22.7598,2025-12-18
144848,13.30003554,2022-04-11
144849,13.30003773,2022-04-11
144850,13.43717344,2022-04-11
144851,13.43706333,2022-04-11
144888,16.0652,2022-01-31
144889,16.597,2022-01-31
144890,16.0652,2022-01-31
144891,16.597,2022-01-31
144898,13.5281,2022-04-29
144899,13.5281,2022-04-29
144900,13.4061,2022-04-29
144901,13.4061,2022-04-29
144902,20.2824,2025-12-18
144903,20.278,2025-12-18
144905,23.0436,2025-12-18
144906,22.8165,2025-12-18
144908,13.1742,2022-05-31
144909,13.1742,2022-05-31
144910,13.3206,2022-05-31
144911,13.3206,2022-05-31
144916,924.3101,2025-12-18
144933,13.3562,2022-04-29
144934,13.4608,2022-04-29
144937,10.3816,2019-03-14
144938,10.3934,2019-03-14
144939,10.0,2019-03-14
144941,12.8258,2021-10-04
144942,12.8258,2021-10-04
144944,12.9371,2021-10-04
144945,12.9371,2021-10-04
144946,12.8258,2021-10-04
144947,1000.0,2025-12-18
144948,10.0,2021-10-26
144949,10.0,2021-10-26
144950,10.0,2021-10-26
144951,10.0,2021-10-26
144952,10.0,2021-10-26
144953,10.0001,2021-10-26
144954,12.8672,2021-10-26
144955,10.0,2021-10-26
144956,12.7392,2021-10-26
144957,10.0,2021-10-26
144958,0.0,2021-09-29
144959,0.0,2021-09-29
144960,10.0,2018-10-10
144961,0.0,2021-09-29
144962,0.0,2021-09-29
144963,0.0,2021-09-29
144976,10.0,2022-06-30
144977,10.0,2022-06-30
144978,10.0,2022-06-30
144979,13.4359,2022-06-30
144980,10.0,2022-06-30
144981,13.5632,2022-06-30
145004,12.59073449,2021-11-08
145005,12.59072787,2021-11-08
145006,12.70298177,2021-11-08
145007,12.70295706,2021-11-08
145009,12.7941,2021-10-26
145010,10.0,2021-10-26
145014,10.0,2021-10-26
145016,12.6986,2021-10-26
145018,13.3589,2022-04-11
145019,13.2388,2022-04-11
145021,13.2414,2022-04-11
145023,13.2388,2022-04-11
145024,13.1455,2022-04-13
145025,13.1453,2022-04-13
145026,13.1454,2022-04-13
145028,13.2587,2022-04-13
145030,13.2731,2022-05-05
145031,13.3926,2022-05-05
145032,13.2731,2022-05-05
145033,13.3926,2022-05-05
145034,15.9386,2025-12-18
145035,10.0551,2025-12-18
145036,10.0808,2025-12-18
145037,10.1789,2025-12-18
145038,10.0549,2025-12-18
145039,10.092,2025-12-18
145040,15.5772,2025-12-18
145041,10.103,2025-12-18
145042,15.443,2025-12-18
145043,10.062,2024-06-28
145044,10.904,2025-12-18
145045,12.6568,2025-06-27
145046,12.6568,2025-06-27
145047,10.4944,2024-06-28
145048,11.232,2024-06-06
145049,10.904,2025-12-18
145050,15.5553,2025-12-18
145051,10.937,2025-12-18
145052,12.7426,2025-06-27
145053,10.3782,2023-06-26
145054,10.062,2024-06-28
145055,10.4933,2023-09-08
145056,10.937,2025-12-18
145057,12.7426,2025-06-27
145075,38.01,2025-12-18
145076,24.66,2025-12-18
145077,35.14,2025-12-18
145078,22.16,2025-12-18
145083,12.90274338,2021-11-22
145084,12.7283301,2021-11-22
145085,12.72832775,2021-11-22
145086,12.90273312,2021-11-22
145103,10.0,2022-06-30
145104,13.4575,2022-06-30
145105,10.0,2022-06-30
145106,10.0,2022-06-30
145107,13.3497,2022-06-30
145109,26.37,2025-12-18
145110,36.42,2025-12-18
145111,20.72,2025-12-18
145112,32.91,2025-12-18
145119,13.1485,2022-04-18
145122,13.2506,2022-04-18
145123,13.1485,2022-04-18
145124,13.2506,2022-04-18
145129,10.3638,2019-03-13
145131,10.3545,2019-03-13
145132,10.3545,2019-03-13
145137,46.05,2025-12-18
145138,37.52,2025-12-18
145139,41.34,2025-12-18
145140,32.9,2025-12-18
145141,13.3334,2022-05-10
145142,13.3334,2022-05-10
145143,13.2156,2022-05-10
145144,13.2156,2022-05-10
145145,12.313,2021-10-26
145146,10.0,2021-10-26
145148,10.0,2021-10-26
145149,10.0,2021-10-26
145150,10.0,2021-10-26
145152,10.0,2021-10-26
145153,12.1829,2021-10-26
145154,10.0,2021-10-26
145155,10.0,2019-03-27
145156,10.3624,2019-03-27
145157,10.3529,2019-03-27
145158,10.0,2019-03-27
145167,0.0,2022-04-19
145168,0.0,2022-04-19
145169,0.0,2022-04-19
145170,0.0,2022-04-19
145171,0.0,2022-04-19
145172,0.0,2022-04-19
145177,13.1885,2022-05-30
145178,13.1885,2022-05-30
145179,12.9534,2022-05-30
145180,12.9534,2022-05-30
145183,13.203,2022-05-02
145184,13.2041,2022-05-02
145185,13.3454,2022-05-02
145186,13.2039,2022-05-02
145187,13.44935518,2022-04-28
145188,13.31228991,2022-04-28
145189,13.31228831,2022-04-28
145205,36.2597,2025-12-18
145206,40.9464,2025-12-18
145207,40.9464,2025-12-18
145208,36.2597,2025-12-18
145209,40.9464,2025-12-18
145210,36.2597,2025-12-18
145239,13.38586533,2022-05-04
145240,13.38646144,2022-05-04
145241,13.22925938,2022-05-04
145242,13.22926017,2022-05-04
145272,13.2549,2022-04-12
145274,13.1298,2022-04-12
145275,10.0,2022-04-12
145281,10.0,2022-06-28
145282,10.0,2022-06-28
145283,10.0,2022-06-28
145284,10.0,2022-06-28
145285,13.5064,2022-06-28
145286,13.3581,2022-06-28
145287,1536.244,2025-12-18
145288,1356.7382,2025-12-18
145289,1458.9572,2025-12-18
145290,1388.9348,2025-12-18
145291,1517.3719,2025-12-18
145292,1404.3988,2025-12-18
145293,1474.437,2025-12-18
145294,1261.7382,2025-12-18
145295,1610.668,2025-12-18
145296,1468.1253,2025-12-18
145297,10.0,2022-04-12
145298,13.2233,2022-04-12
145299,10.0,2022-04-12
145300,10.0,2022-04-12
145301,13.105,2022-04-12
145302,10.0,2022-04-12
145307,13.2257,2022-04-21
145308,13.09,2022-04-21
145309,13.09,2022-04-21
145310,13.2257,2022-04-21
145312,13.09,2022-04-21
145317,0.0,2022-04-26
145318,0.0,2022-04-26
145319,0.0,2022-04-26
145320,0.0,2022-04-26
145321,0.0,2022-04-26
145322,0.0,2022-04-26
145325,13.202,2022-04-19
145329,13.3189,2022-04-19
145334,13.2154,2022-04-19
145335,10.0,2022-04-19
145336,10.0,2022-04-19
145337,10.0,2022-04-19
145338,10.0,2022-04-19
145339,13.377,2022-04-19
145340,10.0,2022-04-19
145341,10.0,2022-04-19
145347,10.8539,2019-10-31
145348,10.0,2019-10-31
145349,10.0,2019-10-31
145350,10.8758,2019-10-31
145355,22.6162,2025-12-18
145356,25.5331,2025-12-18
145357,19.7301,2025-12-18
145358,17.0483,2025-12-18
145379,13.20424391,2022-06-01
145380,13.20424549,2022-06-01
145381,13.34762174,2022-06-01
145387,24.8879,2025-12-18
145388,10.0,2022-04-07
145389,16.5271,2025-12-18
145391,10.0,2022-04-07
145394,13.0815,2022-04-07
145395,12.9691,2022-04-07
145396,27.3233,2025-12-18
145397,18.193,2025-12-18
145399,10.0789,2025-12-18
145400,10.0886,2025-12-18
145401,10.0879,2022-09-16
145402,10.0724,2025-12-18
145403,10.0649,2022-09-16
145404,10.0106,2025-12-18
145405,13.0825,2022-04-29
145406,13.1959,2022-04-29
145407,13.1959,2022-04-29
145408,13.0824,2022-04-29
145415,13.2146,2022-04-19
145419,13.1003,2022-04-19
145422,10.0,2022-04-19
145423,10.0,2022-04-19
145424,10.0,2022-04-19
145425,10.0,2022-04-18
145426,13.2028,2022-04-18
145427,10.0,2022-04-18
145428,10.0,2022-04-18
145429,13.0684,2022-04-18
145430,10.0,2022-04-18
145431,12.9756,2022-04-05
145432,12.8756,2022-04-05
145434,12.8755,2022-04-05
145436,12.8757,2022-04-05
145437,10.39494886,2019-05-05
145440,10.40029408,2019-05-05
145441,10.018167,2019-05-05
145443,18.51,2021-12-01
145444,18.51,2021-12-01
145445,18.19,2021-12-01
145446,18.19,2021-12-01
145453,24.402,2025-12-18
145454,43.049,2025-12-18
145455,27.026,2025-12-18
145456,38.786,2025-12-18
145458,10.0,2022-04-12
145461,13.1714,2022-04-12
145462,13.0583,2022-04-12
145471,28.79,2025-12-18
145472,28.79,2025-12-18
145473,30.71,2025-12-18
145474,30.71,2025-12-18
145481,1424.1981,2025-12-18
145482,1000.8452,2025-12-18
145483,1000.02,2025-12-18
145485,1002.7989,2025-12-18
145486,1435.9004,2025-12-18
145487,1000.02,2025-12-18
145488,1002.8593,2025-12-18
145489,1000.8888,2025-12-18
145491,10.0,2022-04-18
145492,13.0912,2022-04-18
145493,10.0,2022-04-18
145494,10.0,2022-04-18
145495,12.994,2022-04-18
145496,10.0,2022-04-18
145505,13.2615,2022-04-26
145506,10.0,2022-04-26
145507,10.0,2022-04-26
145508,10.0,2022-04-26
145510,10.0,2022-04-26
145511,10.0,2022-04-26
145512,13.1039,2022-04-26
145513,10.0,2022-04-26
145514,10.0,2022-04-26
145515,13.1353,2022-04-12
145516,13.0267,2022-04-12
145517,13.1353,2022-04-12
145520,13.0267,2022-04-12
145521,13.4277,2022-05-31
145522,13.5956,2022-05-31
145523,13.5956,2022-05-31
145524,13.4277,2022-05-31
145525,13.0954,2022-04-29
145527,13.0954,2022-04-29
145528,13.2076,2022-04-29
145529,0.0,2022-04-26
145530,0.0,2022-04-26
145533,0.0,2022-04-26
145534,0.0,2022-04-26
145535,1422.1221,2025-12-18
145536,1430.5811,2025-12-18
145537,1000.005,2025-12-18
145538,1000.4358,2025-12-18
145539,1000.4413,2025-12-18
145540,1000.1472,2022-09-16
145541,1000.1497,2022-09-16
145542,1002.3996,2022-09-16
145543,1004.0152,2022-09-16
145544,1005.9571,2022-09-16
145545,1015.7798,2022-09-16
145546,1032.7746,2022-09-16
145547,1000.005,2025-12-18
145548,1002.3577,2022-09-16
145549,1015.4753,2022-09-16
145550,1033.5731,2022-09-16
145551,47.9853,2025-12-18
145552,49.3276,2025-12-18
145553,13.1559,2022-05-04
145555,13.0209,2022-05-04
145556,10.0,2022-05-04
145557,10.0,2022-05-04
145558,10.0,2022-05-04
145561,10.0,2022-05-04
145586,13.12116252,2022-05-10
145587,12.97486315,2022-05-10
145588,13.12114853,2022-05-10
145589,1536.3358,2025-12-18
145590,1466.6557,2025-12-18
145591,1005.9739,2025-12-18
145592,1001.8931,2025-12-18
145593,1010.1702,2025-12-18
145594,1007.3703,2025-12-18
145595,1014.4512,2025-12-18
145596,1012.3158,2025-12-18
145597,1011.3378,2025-12-18
145598,1007.5958,2025-12-18
145599,23.7143,2025-12-18
145600,23.5185,2025-12-18
145601,23.2396,2025-12-18
145602,22.8084,2025-12-18
145603,21.1245,2025-12-18
145604,21.1257,2025-12-18
145605,21.1275,2025-12-18
145606,23.4812,2025-12-18
145607,22.3939,2025-12-18
145608,21.0779,2025-12-18
145609,13.1755,2022-05-02
145610,13.063,2022-05-02
145611,13.063,2022-05-02
145612,13.1755,2022-05-02
145613,13.1128,2022-04-29
145614,13.0014,2022-04-29
145615,13.0014,2022-04-29
145616,13.1128,2022-04-29
145617,13.0293,2022-05-31
145618,12.7612,2022-05-31
145619,13.0293,2022-05-31
145620,12.7612,2022-05-31
145623,13.1572,2022-05-30
145625,13.2039,2022-05-30
145626,13.2039,2022-05-30
145627,13.0059,2022-05-30
145628,13.1184,2022-05-30
145630,13.0103,2022-05-30
145632,13.0058,2022-05-30
145633,278.5856,2025-12-18
145634,12.98157108,2022-05-17
145635,12.9815316,2022-05-17
145637,13.11681592,2022-05-17
145639,12.9599,2022-04-12
145640,10.0,2022-04-12
145642,10.0,2022-04-12
145643,13.0571,2022-04-12
145648,228.5949,2025-12-18
145650,12.9982,2022-04-19
145651,10.0,2022-04-19
145652,10.0,2022-04-19
145653,10.0,2022-04-19
145654,13.1517,2022-04-19
145655,10.0,2022-04-19
145657,10.0,2022-04-19
145658,10.0,2022-04-19
145663,13.0689,2022-04-29
145664,10.9407,2019-08-28
145665,13.0689,2022-04-29
145666,12.9588,2022-04-29
145667,10.0,2019-12-19
145668,10.0001,2019-12-19
145669,10.8332,2019-12-19
145670,10.8556,2019-12-19
145675,36.91,2025-12-18
145676,32.03,2025-12-18
145677,43.93,2025-12-18
145678,49.29,2025-12-18
145693,22.314,2025-12-18
145694,14.506,2025-12-18
145695,20.756,2025-12-18
145696,13.354,2025-12-18
145701,13.1022,2022-05-30
145702,12.997,2022-05-30
145705,12.997,2022-05-30
145706,12.9969,2022-05-30
145707,12.9695,2022-05-11
145708,12.9691,2022-05-11
145709,13.1046,2022-05-11
145710,12.9695,2022-05-11
145711,13.1038,2022-05-11
145712,13.0987,2022-05-11
145713,12.98900473,2022-05-19
145714,12.98902272,2022-05-19
145715,13.03361067,2022-05-19
145716,13.03392081,2022-05-19
145717,10.0,2022-04-12
145719,12.8352,2022-04-12
145720,12.9448,2022-04-12
145721,10.0,2022-04-12
145722,10.0,2022-04-12
145723,14.7322,2025-12-18
145724,15.5537,2025-12-18
145725,14.9419,2025-12-18
145726,14.0824,2025-12-18
145727,14.9419,2025-12-18
145728,14.0824,2025-12-18
145751,12.9598,2022-04-19
145752,12.8568,2022-04-19
145754,12.8566,2022-04-19
145756,12.8569,2022-04-19
145757,12.9292,2022-05-02
145758,12.9292,2022-05-02
145759,13.0386,2022-05-02
145760,13.0385,2022-05-02
145777,0.0,2022-06-01
145778,0.0,2022-06-01
145779,0.0,2022-06-01
145780,0.0,2022-06-01
145781,0.0,2022-06-01
145782,0.0,2022-06-01
145783,13.00183135,2022-05-17
145786,12.91308238,2022-05-17
145787,12.9432,2022-04-29
145788,12.8351,2022-04-29
145789,12.8351,2022-04-29
145790,12.9432,2022-04-29
145795,10.0,2022-04-12
145796,12.9629,2022-04-12
145797,10.0,2018-12-17
145798,10.0,2022-04-12
145799,12.8676,2022-04-12
145800,10.0,2022-04-12
145801,279.0483,2025-12-18
145810,142.6108,2025-12-18
145811,141.6895,2025-12-18
145812,100.005,2025-12-18
145819,23.9806,2025-12-18
145820,21.2131,2025-12-18
145821,21.2159,2025-12-18
145822,23.7976,2025-12-18
145823,100.0904,2025-12-18
145824,100.4507,2025-12-18
145825,100.2688,2025-12-18
145826,100.0892,2025-12-18
145827,100.4368,2025-12-18
145830,100.005,2025-12-18
145833,100.2666,2025-12-18
145834,14.3011,2025-12-18
145835,10.0,2022-04-19
145836,10.0,2022-04-19
145837,10.0,2022-04-19
145838,13.1348,2022-04-19
145839,10.0,2022-04-19
145840,10.0,2022-04-19
145842,12.9832,2022-04-19
145843,10.0,2022-04-19
145844,10.0,2022-04-19
145845,12.9412,2022-04-19
145848,12.8331,2022-04-19
145851,10.0,2022-04-19
145860,12.8967,2022-04-12
145862,12.7973,2022-04-12
145866,12.8755,2022-04-12
145868,10.0,2022-04-12
145869,12.78,2022-04-12
145870,10.0,2022-04-12
145879,12.8344,2022-04-28
145880,12.9418,2022-04-28
145881,70.9647,2025-12-18
145890,14.1602,2025-12-18
145891,13.9546,2025-12-18
145892,13.8346,2025-12-18
145893,13.7464,2025-12-18
145894,13.501,2025-12-18
145895,14.8501,2025-12-18
145896,37.29,2025-12-18
145897,40.78,2025-12-18
145898,27.24,2025-12-18
145899,24.12,2025-12-18
145900,12.83613329,2022-05-24
145902,12.94248128,2022-05-24
145903,12.8361331,2022-05-24
145904,12.8252,2022-06-02
145905,12.9359,2022-06-02
145906,12.8253,2022-06-02
145907,12.8209,2022-06-02
145909,12.9359,2022-06-02
145914,13.1698,2022-05-30
145915,12.9422,2022-05-30
145916,12.9422,2022-05-30
145917,13.1698,2022-05-30
145926,0.0,2022-06-01
145927,0.0,2022-06-01
145928,10.0,2019-01-09
145929,0.0,2022-06-01
145930,0.0,2022-06-01
145931,0.0,2022-06-01
145935,10.0,2022-04-19
145936,10.0,2022-04-19
145939,12.8898,2022-04-19
145940,12.7752,2022-04-19
145941,10.0,2022-04-19
145946,14.1486,2025-12-18
145951,14.9212,2025-12-18
145952,14.9212,2025-12-18
145953,16.0099,2025-12-18
145954,16.0099,2025-12-18
145959,12.88506434,2022-06-03
145960,12.8850647,2022-06-03
145961,13.10759909,2022-06-03
145962,13.10760703,2022-06-03
145963,1001.595,2025-12-18
145964,1001.9561,2025-12-18
145965,1003.1142,2025-12-18
145966,1001.8609,2025-12-18
145967,1002.0247,2025-12-18
145968,1441.2624,2025-12-18
145969,1001.5964,2025-12-18
145970,1001.967,2025-12-18
145971,1450.5274,2025-12-18
145972,1001.7603,2025-12-18
145981,10.0,2022-04-12
145982,12.857,2022-04-12
145983,10.0,2022-04-12
145984,10.0,2022-04-12
145985,12.7552,2022-04-12
145986,10.0,2022-04-12
145995,12.8524,2022-06-09
145996,12.8525,2022-06-09
145997,12.9539,2022-06-09
145998,12.9539,2022-06-09
145999,12.9539,2022-06-09
146000,12.8524,2022-06-09
146005,20.8402,2025-12-18
146006,23.205,2025-12-18
